id;hoofdstuk;regel;titel;samenvatting;spreker;npcs;flags_geschreven;relaties_geschreven;flags_gelezen;stat_checks;uitrusting;puzzle;combat;image;eretitel;aantal_keuzes;keuzes
CH3_H20;CH3;5655;De Appels van de Hesperiden;De appels van de Hesperiden en de draak Ladon. Poortwachter: tweede genitivus-puzzel.;;;;;;;;puzzle_ch3h_genitivus2;;;;1;Kijk hoe Herakles daarna de appels zelf probeert te bemachtigen -> CH3_H21
CH3_H21;CH3;5674;De Last van Atlas;Atlas plukt de appels terwijl Herakles de hemel draagt. Poortwachter: tweede bijstelling-puzzel.;;;;;;;;puzzle_ch3h_bijstelling2;;atlas_hemel.png;;1;Kijk hoe Herakles zich uit deze list weet te redden -> CH3_H22
CH3_H22;CH3;5696;De Hemel Teruggegeven;Herakles doorziet Atlas' list en neemt de appels mee.;;;;;;;;;;;;1;Wacht af wat Eurystheus voor de twaalfde en laatste taak heeft bedacht -> CH3_H23
CH3_H23;CH3;5715;De Twaalfde Taak;De twaalfde taak: Cerberus levend halen zonder wapens.;;hermes;;;;;;;;;;1;Daal af naar de poort van de onderwereld -> CH3_H23B
CH3_H23B;CH3;5734;De Tocht Door het Duister;De tocht door het duister van de onderwereld. Twee routes (begeleid / Robur 15) — enige tweewegsplitsing van dit type.;;;;;;robur 15;;;;;;2;"Laat Athena en Mercurius je stap voor stap veilig door het duister begeleiden -> CH3_H23_OPEN | Leg de tocht alleen af, op eigen doorzettingsvermogen, en verdraag de verstikkende zwaarte zonder te wankelen -> CH3_H23_ROB"
CH3_H23_OPEN;CH3;5749;Begeleid Door Bondgenoten;Open route: begeleid door Athena en Mercurius. Schrijft de dode flag ch3_h23_route=open.;;;ch3_h23_route=open;;;;;;;;;1;Kijk hoe Herakles tegenover Cerberus komt te staan -> CH3_H24
CH3_H23_ROB;CH3;5766;Alleen Door de Duisternis;Robur-route: alleen door de duisternis. Schrijft de dode flag ch3_h23_route=robur.;;;ch3_h23_route=robur;;;;;;;;;1;Kijk hoe Herakles tegenover Cerberus komt te staan -> CH3_H24
CH3_H24;CH3;5783;"Cerberus, aan de Poort van de Onderwereld";Cerberus aan de poort van de onderwereld. Combat-bridge.;;;;;;;;;cerberus;;;1;Kijk hoe Herakles het driekoppige beest weet te overmeesteren -> CH3_H25
CH3_H25;CH3;5802;Twaalf Werken Volbracht;"Alle twaalf werken volbracht; Herakles geeft de speler een gouden appel. Zet ch3_lijn_herakles + de dode flag herakles_taken_voltooid=12, souvenir, eretitel.";;herakles;ch3_lijn_herakles=true | herakles_taken_voltooid=12;;;;souvenir_herakles_labores;;;cerberus_voltooid.png;ch3_herakles_labores;1;Keer terug naar de Boodschapper -> CH3_000
CH3_ATHENA;CH3;5844;Wat Vrijheid Werkelijk Betekent;Fragmenten-gate: Athena over twee soorten vrijheid. Eerste gebruik van {tendency_address_cap}.;;athena;;;;;;;;athena_mentor_ch3.png;ch3_athena_gesprek;1;Laat haar woorden bezinken -> CH3_ORAKEL
CH3_ORAKEL;CH3;5869;Het Orakel Keert Terug;Het Orakel vat beide verhalen samen.;;;;;;;;;;;;1;Luister verder -> CH3_EINDE
CH3_EINDE;CH3;5892;Het Einde van Hoofdstuk 3;"Hoofdstukafsluiting; de poort naar Hoofdstuk 4 opent.";;;;;;;;;;;;1;Stap door de poort -> CH4_000
CH4_000;CH4;5929;Het Labyrint van Herinneringen;Hub van Hoofdstuk 4 (de gebroken belofte). Twee [DONE]-lijnen (Theseus / Phaëthon) plus een [REQUIRE:fragments=8]-gate.;;;;;ch4_lijn_theseus | ch4_lijn_phaethon;;;;;;;3;"Volg Theseus naar Kreta, waar een labyrint en een monster op hem wachten -> CH4_T01 | Volg Phaëthon, die aan zijn eigen afkomst twijfelt -> CH4_P01 | Spreek het Orakel aan, nu beide verhalen zijn gehoord -> CH4_ATHENA"
CH4_T01;CH4;5950;Een Belofte in Athene;"Lijn Theseus. Athene betaalt al negen jaar veertien levens aan Kreta; Theseus meldt zich vrijwillig. Drie houdingskeuzes.";;theseus | aegeus;;;;;;;;;;3;"Voel vooral medelijden met Aegeus, die zijn net teruggevonden zoon dreigt te verliezen -> CH4_T02 | Erken nuchter dat iemand dit moet doen, en dat vrijwilligers zeldzaam zijn -> CH4_T02 | Voel de spanning tussen trots en angst, zonder een duidelijke kant te kiezen -> CH4_T02"
CH4_T02;CH4;5971;De Belofte van de Zeilen;Aegeus laat Theseus beloven witte zeilen te hijsen. Poortwachter: infinitivus-puzzel.;;;;;;;;puzzle_ch4t_infinitivus;;aegeus_belofte_zeilen.png;;1;Vaar mee naar Kreta -> CH4_T03
CH4_T03;CH4;5993;Aankomst op Kreta;"Aankomst in Knossos; Ariadne ziet Theseus voor het eerst.";;ariadne | minos | daidalos;;;;;;;;;;1;Kijk wat Ariadne besluit te doen -> CH4_T04
CH4_T04;CH4;6012;Het Monster in het Labyrint;De herkomst van de Minotaurus: Minos' eigen gebroken belofte aan Neptunus.;;;;;;;;;;;;1;Kijk wat Ariadne voor Theseus overheeft -> CH4_T05
CH4_T05;CH4;6031;Ariadne's Keuze;"Ariadne krijgt van Daidalos het garen en geeft het Theseus, in ruil voor de belofte haar mee te nemen. Drie houdingskeuzes.";;;;;;;;;;;;3;"Bewonder vooral haar moed om tegen haar eigen vader in te gaan -> CH4_T06 | Erken vooral hoe berekenend haar hulp is — ze vraagt er tenslotte iets voor terug -> CH4_T06 | Twijfel of dit nu liefde is, wanhoop, of iets van beide -> CH4_T06"
CH4_T06;CH4;6049;De Ingang van het Labyrint;Theseus gaat het labyrint in met de draad. Poortwachter: ablativus-puzzel.;;;;;;;;puzzle_ch4t_ablativus;;;;1;"Ga het duister in, op het geluid af -> CH4_T06B"
CH4_T06B;CH4;6068;De Eerste Splitsing;"De eerste splitsing; Ariadne's aanwijzing was 'links'. Echte leesval: links is goed, rechts leidt naar een doodlopende lus.";;;;;;;;;;;;2;Houd links aan -> CH4_T07 | Ga naar rechts -> CH4_T06R1
CH4_T06R1;CH4;6083;De Verkeerde Afslag;Faalpad 1: de gang naar rechts versmalt en het garen slinkt sneller dan verwacht.;;;;;;;;;;;;1;"Loop door, er is toch geen weg terug zonder het monster onder ogen te komen -> CH4_T06R2"
CH4_T06R2;CH4;6099;Het Garen Raakt Op;"Faalpad 2: het garen is op; er is geen weg terug meer.";;;;;;;;;;;;1;Zoek wanhopig verder naar een uitweg -> CH4_T06R3
CH4_T06R3;CH4;6115;In het Duister Gevangen;"Faalpad 3: de Minotaurus nadert; de enige uitweg is de tocht opnieuw beginnen bij CH4_T06B. Falen = herhaling, geen ander verhaal.";;;;;;;;;;;;1;Begin de tocht door het labyrint opnieuw -> CH4_T06B
CH4_T07;CH4;6131;De Minotaurus;De Minotaurus in het hart van het labyrint. Combat-bridge.;;;;;;;;;minotaurus;;;1;Kijk wat er van het monster overblijft -> CH4_T08
CH4_T08;CH4;6148;Terug langs de Draad;"Terug langs de draad; veertien uitgeputte mensen moeten ongezien naar de haven. Drie routes (sluipen / Robur / Gratia).";;;;;;robur 13 | gratia 11;;;;theseus_garen_terug.png;;3;"Sluip via achterstraatjes en olijfgaarden — trager, maar veilig -> CH4_T08_OPEN | Draag een van de uitgeputte offerlingen, die het tempo niet meer bijhoudt, het laatste stuk zelf -> CH4_T08_ROB | Praat een achterdochtige wachter bij de kade om met een overtuigend verhaal -> CH4_T08_GRA"
CH4_T08_OPEN;CH4;6167;Achterstraatjes en Olijfgaarden;Open route: achterstraatjes en olijfgaarden. Schrijft de dode flag ch4_t08_route=open.;;;ch4_t08_route=open;;;;;;;;;1;Vaar weg van Kreta -> CH4_T09
CH4_T08_ROB;CH4;6184;De Laatste Meters;Robur-route: een offerling zelf dragen. Schrijft de dode flag ch4_t08_route=robur.;;;ch4_t08_route=robur;;;;;;;;;1;Vaar weg van Kreta -> CH4_T09
CH4_T08_GRA;CH4;6201;Een Overtuigend Verhaal;Gratia-route: een wachter met een verzonnen verhaal ompraten. Schrijft de dode flag ch4_t08_route=gratia.;;;ch4_t08_route=gratia;;;;;;;;;1;Vaar weg van Kreta -> CH4_T09
CH4_T09;CH4;6218;Naxos;Op Naxos vaart Theseus zonder de slapende Ariadne verder. Drie houdingskeuzes.;;;;;;;;;;;;3;"Voel vooral woede namens Ariadne, die dit niet verdiende -> CH4_T10 | Zoek naar begrip voor Theseus, die net een monster heeft overleefd en amper meer helder kan denken -> CH4_T10 | Laat het oordeel voorlopig in het midden -> CH4_T10"
CH4_T10;CH4;6236;Bacchus Vindt Ariadne;"Bacchus vindt Ariadne, trouwt met haar en plaatst haar kroon tussen de sterren.";;ariadne;;;;;;;;bacchus_ariadne_naxos.png;;1;"Keer terug naar Theseus, die niet weet wat hij heeft achtergelaten -> CH4_T11"
CH4_T11;CH4;6261;Minos' Wraak;Minos sluit Daidalos en Ikaros op in het labyrint.;;ikaros;;;;;;;;;;1;Kijk hoe Daidalos zijn eigen gevangenschap probeert te ontlopen -> CH4_T11B
CH4_T11B;CH4;6278;Was en Veren;Materiaal voor de vleugels moet verzameld worden. Drie routes (geduld / Robur / Gratia 15).;;;;;;robur 13 | gratia 15;;;;;;3;"Verzamel geduldig, dag na dag, wat toevallig aanwaait -> CH4_T11_OPEN | Doorsta het meedogenloze, urenlange werk van veren sorteren en was smelten zonder rust -> CH4_T11_ROB | Overtuig een bewaker om stiekem extra was en linnen naar binnen te smokkelen -> CH4_T11_GRA"
CH4_T11_OPEN;CH4;6294;Wat Toevallig Aanwaait;Open route: verzamelen wat aanwaait. Schrijft de dode flag ch4_t11_route=open.;;;ch4_t11_route=open;;;;;;;;;1;Kijk hoe Daidalos de vleugels vlecht -> CH4_T12
CH4_T11_ROB;CH4;6311;Zonder Rust;Robur-route: urenlang veren sorteren en was smelten. Schrijft de dode flag ch4_t11_route=robur.;;;ch4_t11_route=robur;;;;;;;;;1;Kijk hoe Daidalos de vleugels vlecht -> CH4_T12
CH4_T11_GRA;CH4;6328;Stiekem Gesmokkeld;Gratia-route: een bewaker laten smokkelen. Schrijft de dode flag ch4_t11_route=gratia.;;;ch4_t11_route=gratia;;;;;;;;;1;Kijk hoe Daidalos de vleugels vlecht -> CH4_T12
CH4_T12;CH4;6345;Vleugels van Veren en Was;Daidalos bindt de vleugels en waarschuwt Ikaros voor de middenweg.;;;;;;;;;;;;1;Kijk hoe de vlucht begint -> CH4_T13
CH4_T13;CH4;6361;De Val van Ikaros;"Ikaros stijgt te hoog, de was smelt en hij valt. Poortwachter: vocativus-puzzel.";;;;;;;;puzzle_ch4t_vocativus;;val_van_ikaros.png;;3;Voel vooral verdriet om een vader die zijn zoon niet kon redden -> CH4_T14 | Erken nuchter dat een gewaarschuwde zoon ook zelf verantwoordelijkheid draagt -> CH4_T14 | Weet niet goed bij wie het verdriet of de schuld het zwaarst hoort te wegen -> CH4_T14
CH4_T14;CH4;6387;Daidalos in Sicilië;Daidalos landt alleen op Sicilië en begraaft zijn zoon.;;daidalos | ikaros;;;;;;;;;;1;"Keer terug naar het schip van Theseus, dat inmiddels Athene nadert -> CH4_T15"
CH4_T15;CH4;6407;Het Zwarte Zeil;"Theseus vergeet de zeilen te verwisselen; Aegeus staat op de klippen.";;;;;;;;;;;;1;Kijk wat Aegeus doet -> CH4_T16
CH4_T16;CH4;6423;De Zee van Aegeus;"Aegeus springt in zee, die zijn naam krijgt; Theseus wordt koning op de dag dat hij zijn vader verliest. Zet ch4_lijn_theseus, souvenir (stukje garen), eretitel.";;theseus | aegeus | minos;ch4_lijn_theseus=true;;;;souvenir_theseus;;;aegeus_sprong_zee.png;ch4_theseus_labyrint;1;Keer terug naar de Boodschapper — Phaëthons verhaal wacht nog -> CH4_000
CH4_P01;CH4;6465;Twijfel aan een Vader;"Lijn Phaëthon. Epaphus bespot Phaëthons afkomst; hij reist naar het Paleis van de Zon.";;phaethon | epaphus;;;;;;;;;;1;Volg Phaëthon op zijn tocht naar het oosten -> CH4_P02
CH4_P02;CH4;6484;Het Paleis van de Zon;Sol herkent zijn zoon en zweert bij de Styx elke wens in te willigen — vóór hij de vraag kent.;;sol;;;;;;;;;;1;Kijk welke wens Phaëthon uitspreekt -> CH4_P03
CH4_P03;CH4;6503;Een Onmogelijke Wens;Phaëthon vraagt de zonnewagen te mogen mennen. Poortwachter: imperfectum-puzzel. Drie houdingskeuzes.;;;;;;;;puzzle_ch4p_imperfectum;;;;3;"Voel vooral medelijden met Sol, die zichzelf in de val heeft gepraat -> CH4_P04 | Erken nuchter dat een eed nu eenmaal een eed is, hoe onverstandig ook -> CH4_P04 | Twijfel of Sol dit wel had mogen beloven voor hij de vraag zelfs kende -> CH4_P04"
CH4_P04;CH4;6524;De Zonnewagen;Phaëthon verliest de wagen bijna onmiddellijk uit controle.;;;;;;;;;;;;1;Kijk waar de wagen naartoe raast -> CH4_P05
CH4_P05;CH4;6540;De Aarde in Vlammen;"De aarde verbrandt; de Sahara ontstaat.";;;;;;;;;;;;1;Kijk wie deze ramp uiteindelijk moet stoppen -> CH4_P06
CH4_P06;CH4;6556;Tellus Smeekt om Hulp;Tellus smeekt Jupiter in te grijpen. Drie routes — hier geen fysieke handeling maar drie manieren van kijken (open / Gratia / Robur).;;tellus;;;;gratia 13 | robur 11;;;;;;3;"Kijk hoe Tellus haar smeekbede uit, en hoe Jupiter luistert -> CH4_P06_OPEN | Merk op hóe Tellus Jupiter overtuigt, niet alleen wát ze zegt -> CH4_P06_GRA | Merk op wát het volhouden haar al gekost heeft voor ze sprak -> CH4_P06_ROB"
CH4_P06_OPEN;CH4;6575;Een Smeekbede Gehoord;Open route: haar woorden horen zoals ze bedoeld zijn. Schrijft de dode flag ch4_p06_route=open.;;;ch4_p06_route=open;;;;;;;;;1;Kijk hoe Jupiter reageert -> CH4_P07
CH4_P06_GRA;CH4;6592;Een Gedeeld Belang;Gratia-route: zien dat ze niet smeekt maar redeneert. Schrijft de dode flag ch4_p06_route=gratia.;;;ch4_p06_route=gratia;;;;;;;;;1;Kijk hoe Jupiter reageert -> CH4_P07
CH4_P06_ROB;CH4;6609;Wat het Haar Kostte;Robur-route: zien wat het spreken haar kost. Schrijft de dode flag ch4_p06_route=robur.;;;ch4_p06_route=robur;;;;;;;;;1;Kijk hoe Jupiter reageert -> CH4_P07
CH4_P07;CH4;6626;Jupiters Bliksem;Jupiter slingert zijn bliksem en velt Phaëthon. Poortwachter: perfectum-puzzel. Drie houdingskeuzes.;;;;;;;;puzzle_ch4p_perfectum;;phaethon_bliksem.png;;3;"Vind Jupiters daad gerechtvaardigd, hoe hard ook -> CH4_P08 | Blijf medelijden voelen met Phaëthon, ondanks alles -> CH4_P08 | Erken dat er hier geen echt goede uitkomst meer mogelijk was -> CH4_P08"
CH4_P08;CH4;6648;De Rivier Eridanus;Phaëthon valt in de Eridanus.;;;;;;;;;;;;1;Kijk wie er rouwt om zijn dood -> CH4_P09
CH4_P09;CH4;6662;De Heliaden;"De Heliaden veranderen in populieren; hun tranen worden amber.";;phaethon | sol;;;;;;;;heliaden_populieren.png;;1;Kijk wie er nog meer treurt -> CH4_P10
CH4_P10;CH4;6687;Cycnus wordt een Zwaan;"Cycnus wordt een zwaan. Zet ch4_lijn_phaethon, souvenir (amberdruppel), eretitel.";;;ch4_lijn_phaethon=true;;;;souvenir_phaethon;;;;ch4_phaethon;1;Keer terug naar de Boodschapper — Theseus' verhaal wacht nog -> CH4_000
CH4_ATHENA;CH4;6718;Athena over Twee Beloften;Fragmenten-gate: Athena over twee vaders en twee beloften. Gebruikt {tendency_address}.;;;;;;;;;;;ch4_athena_gesprek;1;Laat haar woorden bezinken -> CH4_ORAKEL
CH4_ORAKEL;CH4;6737;Het Orakel Keert Terug;Het Orakel vat beide verhalen samen.;;;;;;;;;;;;1;Luister verder -> CH4_EINDE
CH4_EINDE;CH4;6760;Het Einde van Hoofdstuk 4;"Hoofdstukafsluiting; de poort naar Hoofdstuk 5 opent.";;;;;;;;;;;;1;Stap door de poort -> CH5_000
CH5_000;CH5;6832;Het Gulden Vlies;"Opening van Hoofdstuk 5 — geen hub meer, maar één doorlopend tochtenlogboek. Athena wijst er expliciet op te letten wie er aan boord staat.";;;;;;;;;;;;1;Volg Jason naar de haven van Iolcus -> CH5_001
CH5_001;CH5;6854;De Uitdaging van Pelias;"Pelias stuurt Jason naar Colchis; de oproep gaat door heel Griekenland.";;jason;;;;;;;;;;1;Kijk wie er allemaal op die oproep afkomen -> CH5_002
CH5_002;CH5;6873;De Bemanning van de Argo;"Verzamelmoment: de bemanning van de Argo loopt binnen — Peleus, Telamon, Laertes en scheepsbouwer Argos. Geen enkele relatie of flag wordt vastgelegd.";;peleus | telamon | laertes | argos;;;;;;;;argo_bemanning.png;;1;Kijk wie er nog meer aan boord stapt -> CH5_003
CH5_003;CH5;6898;Een Bekend Gezicht;"Cameo: Theseus meldt zich aan, nog vóór het verhaal dat de speler al kent. Drie houdingskeuzes.";;;;;;;;;;;;3;"Zoek in zijn ogen naar een spoor van wat hij nog gaat vergeten -> CH5_004 | Bekijk hem nuchter als gewoon nog een bemanningslid, niets meer -> CH5_004 | Laat het vreemde gevoel van iets-weten-wat-hij-niet-weet gewoon op je inwerken -> CH5_004"
CH5_004;CH5;6916;Een Korte Lont;"Cameo: Tydeus' korte lont, met een ruzie op het dek.";;tydeus;;;;;;;;;;1;Kijk hoe de tocht wordt voorbereid -> CH5_004B
CH5_004B;CH5;6935;Een Plek Aan Boord;De speler krijgt een plek aan boord toegewezen. Drie routes (vrije bank / Vis / Prudentia).;;;;;;vis 11 | prudentia 13;;;;;;3;Neem gewoon de eerstvolgende vrije bank -> CH5_004_OPEN | Zet je rug tegen een testroeispaan en overtuig de stuurman met pure kracht dat je een voorste bank verdient -> CH5_004_VIS | Wijs de stuurman op een slimmere indeling — wie qua humeur en gewicht beter naast wie past -> CH5_004_PRU
CH5_004_OPEN;CH5;6951;Een Vrije Bank;Open route: de eerstvolgende vrije bank. Schrijft de dode flag ch5_004_route=open.;;;ch5_004_route=open;;;;;;;;;1;Kijk hoe de tocht wordt voorbereid -> CH5_005
CH5_004_VIS;CH5;6968;Bewezen Kracht;Vis-route: een voorste bank verdienen. Schrijft de dode flag ch5_004_route=vis.;;;ch5_004_route=vis;;;;;;;;;1;Kijk hoe de tocht wordt voorbereid -> CH5_005
CH5_004_PRU;CH5;6985;Een Slimmere Indeling;Prudentia-route: een slimmere bankindeling voorstellen. Schrijft de dode flag ch5_004_route=prudentia.;;;ch5_004_route=prudentia;;;;;;;;;1;Kijk hoe de tocht wordt voorbereid -> CH5_005
CH5_005;CH5;7002;De Stuurman Wijst de Plaatsen;De stuurman wijst de plaatsen. Poortwachter: nominativus-puzzel.;;;;;;;;puzzle_ch5_nominativus;;;;1;Vaar uit Iolcus weg -> CH5_006
CH5_006;CH5;7019;Het Vertrek;"Vertrek uit Iolcus; Argos deelt reisharnas en hoofddoek uit aan de hele bemanning. Zet ch5_bemanning_uitrusting (ontgrendelt armor:middel + helm:bandana).";;;ch5_bemanning_uitrusting=true;;;;armor:middel | helm:bandana;;;;;1;Vaar de open zee op -> CH5_007
CH5_007;CH5;7038;Cyzicus;"Cyzicus: het everzwijn moet gedood; Atalanta en Meleager melden zich beiden.";;atalanta | meleager;;;;;;;;;;1;Kijk wie het everzwijn het eerst weet te vinden -> CH5_008
CH5_008;CH5;7057;Met Wie Kijk Je Mee?;Perspectiefkeuze: met Atalanta of met Meleager meejagen. Beide takken zijn één scène lang en komen meteen samen.;;;;;;;;;;;;2;"Volg Atalanta, die op haar eigen spoor jaagt -> CH5_008A | Volg Meleager, die met de groep meejaagt -> CH5_008B"
CH5_008A;CH5;7072;Atalanta's Spoor;"Atalanta's spoor: stil, geduldig, sporen lezend.";;;;;;;;;;;;1;Kijk hoe de jacht samenkomt -> CH5_008C
CH5_008B;CH5;7088;Meleagers Groep;"Meleagers groep: luidruchtig, met aanstekelijke moed.";;;;;;;;;;;;1;Kijk hoe de jacht samenkomt -> CH5_008C
CH5_008C;CH5;7104;Het Zwijn Snijdt Af;"De jachtgroepen komen samen; het zwijn dreigt een zijpad te vinden. Drie routes (groep / Agilitas / Vis).";;;;;;agilitas 11 | vis 13;;;;;;3;"Blijf dicht bij de groep en help mee waar nodig -> CH5_008_OPEN | Glip snel door een nauwe rotsspleet om de kortste ontsnappingsroute af te snijden -> CH5_008_AGI | Duw een losse rotsblok of omgevallen boomstam om, om het dier fysiek terug de kloof in te dwingen -> CH5_008_VIS"
CH5_008_OPEN;CH5;7120;Bij de Groep;Open route: meehelpen bij de groep. Schrijft de dode flag ch5_008_route=open.;;;ch5_008_route=open;;;;;;;;;1;Kijk hoe de jacht samenkomt -> CH5_009
CH5_008_AGI;CH5;7137;Door de Rotsspleet;Agilitas-route: door een rotsspleet de uitweg afsnijden. Schrijft de dode flag ch5_008_route=agilitas.;;;ch5_008_route=agilitas;;;;;;;;;1;Kijk hoe de jacht samenkomt -> CH5_009
CH5_008_VIS;CH5;7154;De Rotsblok;Vis-route: een rotsblok omduwen. Schrijft de dode flag ch5_008_route=vis.;;;ch5_008_route=vis;;;;;;;;;1;Kijk hoe de jacht samenkomt -> CH5_009
CH5_009;CH5;7171;Het Everzwijn;"Atalanta raakt eerst, Meleager velt; geen van beiden claimt de eer. Poortwachter: accusativus-puzzel.";;;;;;;;puzzle_ch5_accusativus;;everzwijn_cyzicus.png;;1;Kijk hoe de koning van Cyzicus reageert -> CH5_010
CH5_010;CH5;7193;Twee Namen om te Onthouden;Coda: twee namen om te onthouden — Atalanta en Meleager samen bij de reling.;;;;;;;;;;;;1;"Vaar verder, naar het land van de Bebryciërs -> CH5_011"
CH5_011;CH5;7212;De Uitdaging van Amycus;"Bebryciërs: koning Amycus eist een bokswedstrijd; Kastor en Polydeukes stappen naar voren.";;kastor_polydeukes;;;;;;;;;;1;Kijk wat Amycus over zijn eigen rijk te zeggen heeft voor het gevecht begint -> CH5_012
CH5_012;CH5;7231;Het Rijk van Amycus;Amycus buldert zijn eigen faam rond. Poortwachter: genitivus-puzzel.;;;;;;;;puzzle_ch5_genitivus;;;;1;Kijk hoe het gevecht verloopt -> CH5_013
CH5_013;CH5;7248;Polydeukes tegen Amycus;Polydeukes tegen Amycus. Combat-bridge.;;;;;;;;;amycus;;;1;Kijk wat er van Amycus' rijk wordt na zijn nederlaag -> CH5_014
CH5_014;CH5;7265;Een Reus Geveld;"Amycus valt; zijn volk verwelkomt de Argonauten als bevrijders. Drie houdingskeuzes.";;;;;;;;;;polydeukes_amycus.png;;3;"Vaar verder, naar de kust van Mysië -> CH5_015 | Vaar verder — een tiran minder op de kaart, verder geen traan aan verspild -> CH5_015 | Vaar verder, zonder er verder nog bij stil te staan -> CH5_015"
CH5_015;CH5;7287;Herakles Blijft Achter;Mysië: Hylas verdwijnt in de bron en Herakles blijft achter — het schip vaart zonder hem verder.;;;;;;;;;;hylas_nimfen.png;;1;Vaar verder zonder Herakles -> CH5_016
CH5_016;CH5;7306;De Symplegades;"De Symplegades; Argos bestudeert het ritme van de botsende rotsen.";;;;;;;;;;;;1;Kijk hoe Argos de doortocht voorbereidt -> CH5_016B
CH5_016B;CH5;7322;Vlak Voor de Doortocht;Voorbereiding van de doortocht. Drie routes (aan Argos laten / Agilitas / Vis).;;;;;;agilitas 13 | vis 11;;;;;;3;"Laat Argos alleen bepalen -> CH5_016_OPEN | Klim zelf op de boeg om van dichtbij het ritme van de rotsen te lezen en Argos' inschatting scherper te maken -> CH5_016_AGI | Help de riemen en touwen alvast op kracht voorspannen, zodat de bemanning bij het teken meteen voluit kan trekken -> CH5_016_VIS"
CH5_016_OPEN;CH5;7338;Argos' Woord;Open route: het oordeel aan Argos laten. Schrijft de dode flag ch5_016_route=open.;;;ch5_016_route=open;;;;;;;;;1;Kijk hoe Argos de doortocht voorbereidt -> CH5_017
CH5_016_AGI;CH5;7355;Op de Boeg;Agilitas-route: vanaf de boeg het ritme meetellen. Schrijft de dode flag ch5_016_route=agilitas.;;;ch5_016_route=agilitas;;;;;;;;;1;Kijk hoe Argos de doortocht voorbereidt -> CH5_017
CH5_016_VIS;CH5;7372;Voorgespannen;Vis-route: riemen en touwen voorspannen. Schrijft de dode flag ch5_016_route=vis.;;;ch5_016_route=vis;;;;;;;;;1;Kijk hoe Argos de doortocht voorbereidt -> CH5_017
CH5_017;CH5;7389;Argos Verstevigt het Schip;Argos verstevigt de romp. Poortwachter: ablativus-puzzel (nieuw type: tile-swap).;;;;;;;;puzzle_ch5_ablativus;;;;1;Vaar op het juiste moment de Symplegades in -> CH5_018
CH5_018;CH5;7406;Tussen de Rotsen Door;"De Argo schiet tussen de rotsen door; sindsdien staan de Symplegades stil.";;;;;;;;;;symplegades_doortocht.png;;1;"Vaar verder, langs de kust van de Zwarte Zee -> CH5_019"
CH5_019;CH5;7428;Gespannen Riemen;Cameo: Orpheus. Tydeus dreigt weer te ontploffen. Drie routes (toekijken / Vis / Prudentia).;;orpheus;;;;vis 13 | prudentia 11;;;;;;3;Kijk toe hoe de situatie zich ontwikkelt -> CH5_019_OPEN | Grijp Tydeus' arm vast voordat de vuist valt -> CH5_019_VIS | Merk de oplopende spanning eerder op en sus de roeier met het juiste woord voordat het escaleert -> CH5_019_PRU
CH5_019_OPEN;CH5;7447;Orpheus Grijpt In;Open route: Orpheus' lier sust de ruzie vanzelf. Schrijft de dode flag ch5_019_route=open.;;;ch5_019_route=open;;;;;;;;;1;Laat de avond verder in stilte voorbijgaan -> CH5_020
CH5_019_VIS;CH5;7464;Voordat de Vuist Valt;Vis-route: Tydeus' arm vastgrijpen. Schrijft de dode flag ch5_019_route=vis.;;;ch5_019_route=vis;;;;;;;;;1;Laat de avond verder in stilte voorbijgaan -> CH5_020
CH5_019_PRU;CH5;7481;Vóór het Escaleert;Prudentia-route: de spanning vóór het escaleert wegnemen. Schrijft de dode flag ch5_019_route=prudentia.;;;ch5_019_route=prudentia;;;;;;;;;1;Laat de avond verder in stilte voorbijgaan -> CH5_020
CH5_020;CH5;7498;Raad en Richting;"Cameo: Nestor geeft koersadvies, Philoktetes oefent zijn boogschot.";;nestor | philoktetes;;;;;;;;;;1;Vraag Philoktetes om zijn precisie nog eens te bewijzen -> CH5_021
CH5_021;CH5;7517;Een Pijl voor de Godin;Philoktetes wijdt zijn pijl aan de jachtgodin. Poortwachter: dativus-puzzel.;;;;;;;;puzzle_ch5_dativus;;;;1;Vaar de laatste etappe naar Colchis -> CH5_022
CH5_022;CH5;7534;Twee Namen voor Later;Vooruitwijzing: Nestor en Philoktetes zullen ooit samen genoemd worden.;;;;;;;;;;;;1;Vaar de haven van Colchis binnen -> CH5_023
CH5_023;CH5;7551;Colchis;"Colchis; Aeëtes ontvangt de Argonauten koel, Medea ziet Jason.";;medea | aeetes;;;;;;;;medea_aeetes_colchis.png;;1;Kijk welke voorwaarde Aeëtes aan het Vlies verbindt -> CH5_024
CH5_024;CH5;7573;De Beproevingen van Aeëtes;"De beproevingen van Aeëtes; Medea geeft zalf en raad. Drie routes (zijlijn / Vis / Agilitas).";;;;;;vis 13 | agilitas 13;;;;;;3;Kijk toe hoe Jason zich staande houdt -> CH5_024_OPEN | Zet je eigen kracht in om de vuurspuwende stier mee in bedwang te houden terwijl Jason het juk vastmaakt -> CH5_024_VIS | Manoeuvreer snel tussen de opschietende aardgeboren krijgers door om Jason op tijd te waarschuwen -> CH5_024_AGI
CH5_024_OPEN;CH5;7591;Vanaf de Zijlijn;Open route: toekijken vanaf de zijlijn. Schrijft de dode flag ch5_024_route=open.;;;ch5_024_route=open;;;;;;;;;1;Kijk hoe Medea haar keuze rechtvaardigt -> CH5_025
