id;scene;hoofdstuk;regel;tekst;doel;echte_keuze;keuzes_in_scene;unieke_doelen;voorwaarde;approach;effect_flags;effect_relaties;gevolg
K0382;CH5_008;CH5;7057;"Volg Meleager, die met de groep meejaagt";CH5_008B;true;2;2;;;;;lokaal
K0383;CH5_008A;CH5;7072;Kijk hoe de jacht samenkomt;CH5_008C;false;1;1;;;;;doorklik
K0384;CH5_008B;CH5;7088;Kijk hoe de jacht samenkomt;CH5_008C;false;1;1;;;;;doorklik
K0385;CH5_008C;CH5;7104;Blijf dicht bij de groep en help mee waar nodig;CH5_008_OPEN;true;3;3;;;ch5_008_route=open;;lokaal
K0386;CH5_008C;CH5;7104;Glip snel door een nauwe rotsspleet om de kortste ontsnappingsroute af te snijden;CH5_008_AGI;true;3;3;STAT agilitas 11;;ch5_008_route=agilitas;;lokaal
K0387;CH5_008C;CH5;7104;"Duw een losse rotsblok of omgevallen boomstam om, om het dier fysiek terug de kloof in te dwingen";CH5_008_VIS;true;3;3;STAT vis 13;;ch5_008_route=vis;;lokaal
K0388;CH5_008_OPEN;CH5;7120;Kijk hoe de jacht samenkomt;CH5_009;false;1;1;;;;;doorklik
K0389;CH5_008_AGI;CH5;7137;Kijk hoe de jacht samenkomt;CH5_009;false;1;1;;;;;doorklik
K0390;CH5_008_VIS;CH5;7154;Kijk hoe de jacht samenkomt;CH5_009;false;1;1;;;;;doorklik
K0391;CH5_009;CH5;7171;Kijk hoe de koning van Cyzicus reageert;CH5_010;false;1;1;;;;;doorklik
K0392;CH5_010;CH5;7193;"Vaar verder, naar het land van de Bebryciërs";CH5_011;false;1;1;;;;;doorklik
K0393;CH5_011;CH5;7212;Kijk wat Amycus over zijn eigen rijk te zeggen heeft voor het gevecht begint;CH5_012;false;1;1;;;;;doorklik
K0394;CH5_012;CH5;7231;Kijk hoe het gevecht verloopt;CH5_013;false;1;1;;;;;doorklik
K0395;CH5_013;CH5;7248;Kijk wat er van Amycus' rijk wordt na zijn nederlaag;CH5_014;false;1;1;;;;;doorklik
K0396;CH5_014;CH5;7265;"Vaar verder, naar de kust van Mysië";CH5_015;true;3;1;;CLEMENTIA;;;duurzaam-houding
K0397;CH5_014;CH5;7265;"Vaar verder — een tiran minder op de kaart, verder geen traan aan verspild";CH5_015;true;3;1;;SEVERITAS;;;duurzaam-houding
K0398;CH5_014;CH5;7265;"Vaar verder, zonder er verder nog bij stil te staan";CH5_015;true;3;1;;NEUTRAL;;;schijnkeuze
K0399;CH5_015;CH5;7287;Vaar verder zonder Herakles;CH5_016;false;1;1;;;;;doorklik
K0400;CH5_016;CH5;7306;Kijk hoe Argos de doortocht voorbereidt;CH5_016B;false;1;1;;;;;doorklik
K0401;CH5_016B;CH5;7322;Laat Argos alleen bepalen;CH5_016_OPEN;true;3;3;;;ch5_016_route=open;;lokaal
K0402;CH5_016B;CH5;7322;Klim zelf op de boeg om van dichtbij het ritme van de rotsen te lezen en Argos' inschatting scherper te maken;CH5_016_AGI;true;3;3;STAT agilitas 13;;ch5_016_route=agilitas;;lokaal
K0403;CH5_016B;CH5;7322;"Help de riemen en touwen alvast op kracht voorspannen, zodat de bemanning bij het teken meteen voluit kan trekken";CH5_016_VIS;true;3;3;STAT vis 11;;ch5_016_route=vis;;lokaal
K0404;CH5_016_OPEN;CH5;7338;Kijk hoe Argos de doortocht voorbereidt;CH5_017;false;1;1;;;;;doorklik
K0405;CH5_016_AGI;CH5;7355;Kijk hoe Argos de doortocht voorbereidt;CH5_017;false;1;1;;;;;doorklik
K0406;CH5_016_VIS;CH5;7372;Kijk hoe Argos de doortocht voorbereidt;CH5_017;false;1;1;;;;;doorklik
K0407;CH5_017;CH5;7389;Vaar op het juiste moment de Symplegades in;CH5_018;false;1;1;;;;;doorklik
K0408;CH5_018;CH5;7406;"Vaar verder, langs de kust van de Zwarte Zee";CH5_019;false;1;1;;;;;doorklik
K0409;CH5_019;CH5;7428;Kijk toe hoe de situatie zich ontwikkelt;CH5_019_OPEN;true;3;3;;;ch5_019_route=open;;lokaal
K0410;CH5_019;CH5;7428;Grijp Tydeus' arm vast voordat de vuist valt;CH5_019_VIS;true;3;3;STAT vis 13;;ch5_019_route=vis;;lokaal
K0411;CH5_019;CH5;7428;Merk de oplopende spanning eerder op en sus de roeier met het juiste woord voordat het escaleert;CH5_019_PRU;true;3;3;STAT prudentia 11;;ch5_019_route=prudentia;;lokaal
K0412;CH5_019_OPEN;CH5;7447;Laat de avond verder in stilte voorbijgaan;CH5_020;false;1;1;;;;;doorklik
K0413;CH5_019_VIS;CH5;7464;Laat de avond verder in stilte voorbijgaan;CH5_020;false;1;1;;;;;doorklik
K0414;CH5_019_PRU;CH5;7481;Laat de avond verder in stilte voorbijgaan;CH5_020;false;1;1;;;;;doorklik
K0415;CH5_020;CH5;7498;Vraag Philoktetes om zijn precisie nog eens te bewijzen;CH5_021;false;1;1;;;;;doorklik
K0416;CH5_021;CH5;7517;Vaar de laatste etappe naar Colchis;CH5_022;false;1;1;;;;;doorklik
K0417;CH5_022;CH5;7534;Vaar de haven van Colchis binnen;CH5_023;false;1;1;;;;;doorklik
K0418;CH5_023;CH5;7551;Kijk welke voorwaarde Aeëtes aan het Vlies verbindt;CH5_024;false;1;1;;;;;doorklik
K0419;CH5_024;CH5;7573;Kijk toe hoe Jason zich staande houdt;CH5_024_OPEN;true;3;3;;;ch5_024_route=open;;lokaal
K0420;CH5_024;CH5;7573;Zet je eigen kracht in om de vuurspuwende stier mee in bedwang te houden terwijl Jason het juk vastmaakt;CH5_024_VIS;true;3;3;STAT vis 13;;ch5_024_route=vis;;lokaal
K0421;CH5_024;CH5;7573;Manoeuvreer snel tussen de opschietende aardgeboren krijgers door om Jason op tijd te waarschuwen;CH5_024_AGI;true;3;3;STAT agilitas 13;;ch5_024_route=agilitas;;lokaal
K0422;CH5_024_OPEN;CH5;7591;Kijk hoe Medea haar keuze rechtvaardigt;CH5_025;false;1;1;;;;;doorklik
K0423;CH5_024_VIS;CH5;7608;Kijk hoe Medea haar keuze rechtvaardigt;CH5_025;false;1;1;;;;;doorklik
K0424;CH5_024_AGI;CH5;7625;Kijk hoe Medea haar keuze rechtvaardigt;CH5_025;false;1;1;;;;;doorklik
K0425;CH5_025;CH5;7642;Bewonder vooral haar moed om alles op te geven voor wat ze voelt;CH5_025B;true;3;1;;CLEMENTIA;;;duurzaam-houding
K0426;CH5_025;CH5;7642;Erken vooral hoe roekeloos het is om je eigen vader zo te verraden;CH5_025B;true;3;1;;SEVERITAS;;;duurzaam-houding
K0427;CH5_025;CH5;7642;Herken vooral het patroon — weer een vrouw die alles waagt voor een man die haar dat misschien nooit teruggeeft;CH5_025B;true;3;1;;NEUTRAL;;;schijnkeuze
K0428;CH5_025B;CH5;7660;Volg gewoon stilzwijgend achter Medea aan;CH5_025_OPEN;true;3;3;;;ch5_025_route=open;;lokaal
K0429;CH5_025B;CH5;7660;"Glip geruisloos tussen de takken en heilige stenen door, geen twijgje dat kraakt";CH5_025_AGI;true;3;3;STAT agilitas 13;;ch5_025_route=agilitas;;lokaal
K0430;CH5_025B;CH5;7660;Lees de ademhaling en kronkelpatronen van de sluimerende draak en weet precies wanneer je veilig dichterbij kunt komen;CH5_025_PRU;true;3;3;STAT prudentia 11;;ch5_025_route=prudentia;;lokaal
K0431;CH5_025_OPEN;CH5;7676;Kijk hoe het woud dichterbij komt;CH5_026;false;1;1;;;;;doorklik
K0432;CH5_025_AGI;CH5;7693;Kijk hoe het woud dichterbij komt;CH5_026;false;1;1;;;;;doorklik
K0433;CH5_025_PRU;CH5;7710;Kijk hoe het woud dichterbij komt;CH5_026;false;1;1;;;;;doorklik
K0434;CH5_026;CH5;7727;Kijk wat er van het Gulden Vlies wordt;CH5_027;false;1;1;;;;;doorklik
K0435;CH5_027;CH5;7744;Volg de terugreis naar Griekenland;CH5_028;false;1;1;;;;;doorklik
K0436;CH5_028;CH5;7769;"Kijk wat er jaren later, in Korinthe, gebeurt";CH5_029;false;1;1;;;;;doorklik
K0437;CH5_029;CH5;7785;Luister verder;CH5_EINDE;false;1;1;;;;;doorklik
K0438;CH5_EINDE;CH5;7810;Stap door de poort;CH6_000;false;1;1;;;;;doorklik
K0439;CH6_000;CH6;7853;Begin bij het begin — de stichting van Thebe;CH6_001;false;1;1;;;;;doorklik
K0440;CH6_001;CH6;7875;Kijk toe hoe de krijgers zich tegen elkaar keren;CH6_001_OPEN;true;3;3;;;ch6_001_route=open;;lokaal
K0441;CH6_001;CH6;7875;Grijp een afgebroken speer en houd een laatste dolende Spartoot af zodat Kadmos' rug vrij blijft;CH6_001_VIS;true;3;3;STAT vis 13;;ch6_001_route=vis;;lokaal
K0442;CH6_001;CH6;7875;Duik en weef tussen de neervallende lichamen door om niet zelf geraakt te worden;CH6_001_AGI;true;3;3;STAT agilitas 11;;ch6_001_route=agilitas;;lokaal
K0443;CH6_001_OPEN;CH6;7899;Jij hebt dit soort tanden al eerder gehoord — kijk waar de rest van de draak bleef;CH6_002;false;1;1;;;;;doorklik
K0444;CH6_001_VIS;CH6;7916;Jij hebt dit soort tanden al eerder gehoord — kijk waar de rest van de draak bleef;CH6_002;false;1;1;;;;;doorklik
K0445;CH6_001_AGI;CH6;7933;Jij hebt dit soort tanden al eerder gehoord — kijk waar de rest van de draak bleef;CH6_002;false;1;1;;;;;doorklik
K0446;CH6_002;CH6;7950;Kijk naar de eerste koningin van deze jonge stad;CH6_003;false;1;1;;;;;doorklik
K0447;CH6_003;CH6;7966;Kijk hoe Latona's kinderen op deze belediging reageren;CH6_004;false;1;1;;;;;doorklik
K0448;CH6_004;CH6;7983;Vind veertien levens een verschrikkelijk zware prijs voor één opschepperige zin;CH6_005;true;3;1;;CLEMENTIA;;;duurzaam-houding
K0449;CH6_004;CH6;7983;Erken dat een belediging aan een godin nu eenmaal nooit zonder gevolgen blijft;CH6_005;true;3;1;;SEVERITAS;;;duurzaam-houding
K0450;CH6_004;CH6;7983;"Laat het gewoon op je inwerken, zonder meteen een kant te kiezen";CH6_005;true;3;1;;NEUTRAL;;;schijnkeuze
K0451;CH6_005;CH6;8010;Kijk wat Oedipus doet zodra hij zelf volwassen is;CH6_006;false;1;1;;;;;doorklik
K0452;CH6_006;CH6;8029;Volg Oedipus verder naar de poorten van Thebe;CH6_007;false;1;1;;;;;doorklik
K0453;CH6_007;CH6;8045;Kom dichterbij;CH6_007B;false;1;1;;;;;doorklik
K0454;CH6_007B;CH6;8064;Sta gewoon naast Oedipus en vat moed;CH6_007_OPEN;true;3;3;;;ch6_007_route=open;;lokaal
K0455;CH6_007B;CH6;8064;Lees de overblijfselen van eerdere slachtoffers en de houding van de Sfinx voor een teken van vermoeidheid of patroon;CH6_007_PRU;true;3;3;STAT prudentia 13;;ch6_007_route=prudentia;;lokaal
K0456;CH6_007B;CH6;8064;"Blijf licht op je voeten en behoedzaam tussen de resten door, zonder onnodig dichtbij te komen";CH6_007_AGI;true;3;3;STAT agilitas 11;;ch6_007_route=agilitas;;lokaal
K0457;CH6_007_OPEN;CH6;8080;Luister naar het raadsel van de Sfinx;CH6_008;false;1;1;;;;;doorklik
K0458;CH6_007_PRU;CH6;8097;Luister naar het raadsel van de Sfinx;CH6_008;false;1;1;;;;;doorklik
K0459;CH6_007_AGI;CH6;8114;Luister naar het raadsel van de Sfinx;CH6_008;false;1;1;;;;;doorklik
K0460;CH6_008;CH6;8131;Geef het antwoord;CH6_009;false;1;1;;;;;doorklik
K0461;CH6_009;CH6;8151;"Spring jaren vooruit, naar het moment dat de waarheid aan het licht komt";CH6_010;false;1;1;;;;;doorklik
K0462;CH6_010;CH6;8170;Voel vooral medelijden — geen van beiden koos er ooit voor om dit te worden;CH6_011;true;3;1;;CLEMENTIA;;;duurzaam-houding
K0463;CH6_010;CH6;8170;"Erken nuchter dat onwetendheid de gevolgen niet ongedaan maakt, hoe oneerlijk dat ook voelt";CH6_011;true;3;1;;SEVERITAS;;;duurzaam-houding
K0464;CH6_010;CH6;8170;Laat het oordeel maar aan iemand anders — dit voelt te groot om zomaar een kant te kiezen;CH6_011;true;3;1;;NEUTRAL;;;schijnkeuze
K0465;CH6_011;CH6;8191;Kijk wat Polyneikes onderneemt;CH6_012;false;1;1;;;;;doorklik
K0466;CH6_012;CH6;8208;Kijk hoe de aanval op Thebe verloopt;CH6_012B;false;1;1;;;;;doorklik
K0467;CH6_012B;CH6;8227;Volg het algemene overzicht van de bestorming;CH6_012_OPEN;true;3;3;;;ch6_012_route=open;;lokaal
K0468;CH6_012B;CH6;8227;"Blijf hangen bij Tydeus' eigen poort, waar hij zijn belofte waarmaakt en de poort met kale kracht probeert te breken";CH6_012_VIS;true;3;3;STAT vis 13;;ch6_012_route=vis;;lokaal
K0469;CH6_012B;CH6;8227;"Kijk naar een andere poort, waar een champion het niet op kracht maar op snelheid gooit";CH6_012_AGI;true;3;3;STAT agilitas 11;;ch6_012_route=agilitas;;lokaal
K0470;CH6_012_OPEN;CH6;8243;Kijk hoe de aanval op Thebe verloopt;CH6_013;false;1;1;;;;;doorklik
K0471;CH6_012_VIS;CH6;8260;Kijk hoe de aanval op Thebe verloopt;CH6_013;false;1;1;;;;;doorklik
K0472;CH6_012_AGI;CH6;8277;Kijk hoe de aanval op Thebe verloopt;CH6_013;false;1;1;;;;;doorklik
K0473;CH6_013;CH6;8294;Kijk hoe het tussen de twee broers zelf afloopt;CH6_014;false;1;1;;;;;doorklik
K0474;CH6_014;CH6;8311;Kijk wie er na deze slachting de troon van Thebe overneemt;CH6_015;false;1;1;;;;;doorklik
K0475;CH6_015;CH6;8330;Kijk wat Antigone besluit te doen;CH6_015B;false;1;1;;;;;doorklik
K0476;CH6_015B;CH6;8349;Volg het algemene beeld van haar vastberadenheid;CH6_015_OPEN;true;3;3;;;ch6_015_route=open;;lokaal
K0477;CH6_015B;CH6;8349;Zie hoe ze de wisseling van de wacht al dagen heeft geobserveerd en precies het gat in hun routine kiest;CH6_015_PRU;true;3;3;STAT prudentia 11;;ch6_015_route=prudentia;;lokaal
K0478;CH6_015B;CH6;8349;"Zie haar geruisloos tussen schaduwen bewegen, exact op het moment dat een wachter zich omdraait";CH6_015_AGI;true;3;3;STAT agilitas 13;;ch6_015_route=agilitas;;lokaal
K0479;CH6_015_OPEN;CH6;8365;Kijk wat Creon ontdekt;CH6_016;false;1;1;;;;;doorklik
K0480;CH6_015_PRU;CH6;8382;Kijk wat Creon ontdekt;CH6_016;false;1;1;;;;;doorklik
K0481;CH6_015_AGI;CH6;8399;Kijk wat Creon ontdekt;CH6_016;false;1;1;;;;;doorklik
K0482;CH6_016;CH6;8416;Kijk hoe Creon reageert zodra hij ontdekt wat ze heeft gedaan;CH6_017;false;1;1;;;;;doorklik
K0483;CH6_017;CH6;8436;Bewonder haar moed om voor haar overtuiging te sterven;CH6_018;true;3;1;;CLEMENTIA;;;duurzaam-houding
K0484;CH6_017;CH6;8436;"Erken dat Creon, hoe hard ook, zijn bevel niet zomaar kon laten passeren zonder gezichtsverlies";CH6_018;true;3;1;;SEVERITAS;;;duurzaam-houding
K0485;CH6_017;CH6;8436;Zie vooral twee mensen die geen van beiden meer terug konden zonder alles te verliezen;CH6_018;true;3;1;;NEUTRAL;;;schijnkeuze
K0486;CH6_018;CH6;8458;Kijk hoe de tweede aanval op Thebe verloopt;CH6_019;true;2;2;;;;;lokaal
K0487;CH6_018;CH6;8458;"Help hem zijn vaders wapenrusting eerbiedig klaarleggen, in stilte";CH6_018_PRU;true;2;2;STAT prudentia 12;;;diomedes +1;duurzaam
K0488;CH6_018_PRU;CH6;8478;Kijk hoe de tweede aanval op Thebe verloopt;CH6_019;false;1;1;;;;;doorklik
K0489;CH6_019;CH6;8495;Kijk wat er van Thebe wordt na Laodamas' nederlaag;CH6_020;false;1;1;;;ch6_diomedes_epigonen=true;;doorklik
K0490;CH6_020;CH6;8512;Spring nu terug in de tijd — naar een koning die vóór Oedipus over Thebe regeerde;CH6_021;false;1;1;;;;;doorklik
K0491;CH6_021;CH6;8540;Kijk wat voor koning Pentheus is;CH6_022;false;1;1;;;;;doorklik
K0492;CH6_022;CH6;8556;Kijk wat Pentheus onderneemt om de Bacchanten te stoppen;CH6_023;false;1;1;;;;;doorklik
K0493;CH6_023;CH6;8576;Blijf op veilige afstand meesluipen;CH6_023_OPEN;true;3;3;;;ch6_023_route=open;;lokaal
K0494;CH6_023;CH6;8576;"Waag je dichterbij dan verstandig is, lenig en geruisloos tussen rotsen en struikgewas";CH6_023_AGI;true;3;3;STAT agilitas 13;;ch6_023_route=agilitas;;lokaal
K0495;CH6_023;CH6;8576;Lees de rituele patronen en voortekenen van de Bacchanten vóór het misgaat;CH6_023_PRU;true;3;3;STAT prudentia 11;;ch6_023_route=prudentia;;lokaal
K0496;CH6_023_OPEN;CH6;8592;Kijk wat er van Pentheus wordt;CH6_023B;false;1;1;;;;;doorklik
K0497;CH6_023_AGI;CH6;8609;Kijk wat er van Pentheus wordt;CH6_023B;false;1;1;;;;;doorklik
K0498;CH6_023_PRU;CH6;8626;Kijk wat er van Pentheus wordt;CH6_023B;false;1;1;;;;;doorklik
K0499;CH6_023B;CH6;8643;Roep de naam van de god die dit alles heeft losgemaakt;CH6_024;false;1;1;;;;;doorklik
K0500;CH6_024;CH6;8657;Kijk wat er met Pentheus gebeurt;CH6_025;false;1;1;;;;;doorklik
K0501;CH6_025;CH6;8674;Luister verder;CH6_EINDE;false;1;1;;;;;doorklik
K0502;CH6_EINDE;CH6;8702;Wacht — de streep licht sluit deze keer niet;CH6_MUSEUM_00;false;1;1;;;museum_mnemosyne_ontgrendeld=true;;doorklik
K0503;CH6_MUSEUM_00;CH6;8721;Stap door de brede poort;CH6_MUSEUM_01;false;1;1;;;;;doorklik
K0504;CH6_MUSEUM_01;CH6;8742;Loop verder de hal in;CH6_MUSEUM_EINDE;false;1;1;;;;;doorklik
K0505;CH6_MUSEUM_EINDE;CH6;8767;De streep licht wordt weer breder;CH7_000;false;1;1;;;;;doorklik
K0506;CH7_000;CH7;8800;Stap de herinnering in;CH7_001;false;1;1;;;;;doorklik
K0507;CH7_001;CH7;8818;Zie hoe Helena opgroeit;CH7_002;false;1;1;;;;;doorklik
K0508;CH7_002;CH7;8843;Zie de eed die daarop volgt;CH7_003;false;1;1;;;;;doorklik
K0509;CH7_003;CH7;8865;Reis mee naar die andere bruiloft;CH7_004;false;1;1;;;;;doorklik
K0510;CH7_004;CH7;8887;Zie wie er ongenood binnenkomt;CH7_005;false;1;1;;;;;doorklik
K0511;CH7_005;CH7;8909;Volg de appel naar wie hem uiteindelijk moet beoordelen;CH7_006;false;1;1;;;;;doorklik
K0512;CH7_006;CH7;8939;"Vind het onvergeeflijk om een eigen kind zomaar op te geven, profetie of niet";CH7_007;true;3;1;;SEVERITAS;;;duurzaam-houding
K0513;CH7_006;CH7;8939;Erken dat een koning soms een vreselijke prijs moet betalen voor de veiligheid van een hele stad;CH7_007;true;3;1;;CLEMENTIA;;;duurzaam-houding
K0514;CH7_006;CH7;8939;Onthoud je van een oordeel — je kent deze ouders nog niet goed genoeg;CH7_007;true;3;1;;NEUTRAL;;;schijnkeuze
K0515;CH7_007;CH7;8963;Zie hoe die proef verloopt;CH7_008;false;1;1;;;;;doorklik
K0516;CH7_008;CH7;8979;"Kijk toe hoe Paris oordeelt, zonder zelf in te grijpen";CH7_009;true;3;3;;;;;lokaal
K0517;CH7_008;CH7;8979;Help ondertussen een paar kuddedieren uit de weg te houden van de opgewonden menigte;CH7_008_VIS;true;3;3;STAT vis 14;;;;lokaal
K0518;CH7_008;CH7;8979;Houd de rest van de kudde stil en kalm terwijl iedereen naar de wedstrijd kijkt;CH7_008_PRU;true;3;3;STAT prudentia 14;;;;lokaal
K0519;CH7_008_VIS;CH7;8997;Zie hoe het oordeel valt;CH7_009;false;1;1;;;;;doorklik
K0520;CH7_008_PRU;CH7;9011;Zie hoe het oordeel valt;CH7_009;false;1;1;;;;;doorklik
K0521;CH7_009;CH7;9025;"Volg Paris terug naar de stad waar hij, zonder het te weten, geboren is";CH7_010;false;1;1;;;;;doorklik
K0522;CH7_010;CH7;9052;Zie wat Paris met zijn nieuwe status doet;CH7_011;false;1;1;;;;;doorklik
K0523;CH7_011;CH7;9074;Zie hoe die belofte wordt ingelost;CH7_012;false;1;1;;;;;doorklik
K0524;CH7_012;CH7;9090;Zie wat dit voor Menelaus betekent;CH7_012B;false;1;1;;;;;doorklik
K0525;CH7_012B;CH7;9110;Vind een schending van gastvrijheid onder je eigen dak onvergeeflijk;CH7_013;true;3;1;;SEVERITAS;;;duurzaam-houding
K0526;CH7_012B;CH7;9110;Erken dat liefde — of een belofte van een godin — zich zelden aan de regels van gastvrijheid houdt;CH7_013;true;3;1;;CLEMENTIA;;;duurzaam-houding
K0527;CH7_012B;CH7;9110;"Wacht af wat dit Griekenland gaat kosten, voor je een kant kiest";CH7_013;true;3;1;;NEUTRAL;;;schijnkeuze
K0528;CH7_013;CH7;9126;Zie wie zich het felst tegen zijn eigen eed verzet;CH7_014;false;1;1;;;;;doorklik
K0529;CH7_014;CH7;9151;"Zie wie Odysseus, als eerste taak, zelf moet gaan opsporen";CH7_015;false;1;1;;;;;doorklik
K0530;CH7_015;CH7;9173;"Volg de verzamelde vloot naar haar eerste, onverwachte halte";CH7_016;false;1;1;;;;;doorklik
K0531;CH7_016;CH7;9201;Zie hoe Agamemnon met dat nieuws omgaat;CH7_017;false;1;1;;;;;doorklik
K0532;CH7_017;CH7;9220;Zie hoe de vloot verdergaat;CH7_017B;false;1;1;;;;;doorklik
K0533;CH7_017B;CH7;9251;Vind geen enkele oorlog het offer van een eigen kind waard;CH7_018;true;3;1;;SEVERITAS;;;duurzaam-houding
K0534;CH7_017B;CH7;9251;Erken dat een veldheer soms moet kiezen tussen zijn familie en de duizenden die van hem afhankelijk zijn;CH7_018;true;3;1;;CLEMENTIA;;;duurzaam-houding
K0535;CH7_017B;CH7;9251;Twijfel of dit werkelijk zo is gegaan als de meesten navertellen;CH7_018;true;3;1;;NEUTRAL;;;schijnkeuze
K0536;CH7_018;CH7;9267;Volg de vloot die zonder hem verdergaat;CH7_019;false;1;1;;;;;doorklik
K0537;CH7_019;CH7;9289;Zie wat er van de eerste jaren van het beleg wordt;CH7_020;false;1;1;;;;;doorklik
K0538;CH7_020;CH7;9311;Vind het verontrustend hoe achteloos er over deze twee vrouwen wordt beschikt;CH7_EINDE;true;3;1;;SEVERITAS;;;duurzaam-houding
K0539;CH7_020;CH7;9311;"Erken dat oorlogsbuit, hoe ongemakkelijk ook, de norm was in deze wereld";CH7_EINDE;true;3;1;;CLEMENTIA;;;duurzaam-houding
K0540;CH7_020;CH7;9311;Onthoud gewoon beide namen — je vermoedt dat je ze nog terug zult horen;CH7_EINDE;true;3;1;;NEUTRAL;;;schijnkeuze
K0541;CH7_EINDE;CH7;9341;Keer terug naar het Museum;CH7_MUSEUM_00;false;1;1;;;;;doorklik
K0542;CH7_MUSEUM_00;CH7;9360;De streep licht wordt weer breder;CH8_000;false;1;1;;;;;doorklik
K0543;CH8_000;CH8;9400;Stap door de poort;CH8_001;false;1;1;;;;;doorklik
K0544;CH8_001;CH8;9416;Zie hoe het leger de oorzaak ontdekt;CH8_002;false;1;1;;;;;doorklik
K0545;CH8_002;CH8;9435;Zie hoe Agamemnon reageert;CH8_003;false;1;1;;;;;doorklik
K0546;CH8_003;CH8;9451;Zie hoe Achilles zijn woede verwerkt;CH8_004;false;1;1;;;;;doorklik
K0547;CH8_004;CH8;9476;Kies je plek in wat komen gaat;CH8_005;false;1;1;;;;;doorklik
K0548;CH8_005;CH8;9495;"Blijf bij Achilles, in zijn tent";CH8_ACH_001;true;2;2;;;ch8_zijde=achilles;menelaos -1;duurzaam
K0549;CH8_005;CH8;9495;"Trek met het leger mee, aan Agamemnons zijde";CH8_AGA_001;true;2;2;;;ch8_zijde=agamemnon;menelaos +1 | diomedes +1;duurzaam
K0550;CH8_ACH_001;CH8;9512;Wacht op nieuws van het front;CH8_ACH_002;false;1;1;;;;;doorklik
K0551;CH8_ACH_002;CH8;9537;Wacht op nieuws van de rest van de dag;CH8_ACH_003;false;1;1;;;;;doorklik
K0552;CH8_ACH_003;CH8;9559;Luister naar wat de Boodschapper je ondertussen laat zien;CH8_ACH_004;false;1;1;;;;;doorklik
K0553;CH8_ACH_004;CH8;9581;Wacht verder in de tent;CH8_ACH_005;false;1;1;;;;;doorklik
K0554;CH8_ACH_005;CH8;9606;Wacht verder in het kamp;CH8_ACH_006;false;1;1;;;;;doorklik
K0555;CH8_ACH_006;CH8;9622;Wacht in stilte met de rest van de Myrmidonen;CH8_ACH_007;true;3;3;;;;;lokaal
K0556;CH8_ACH_006;CH8;9622;Help Patroklos de gewonden uit eerdere schermutselingen verzorgen;CH8_ACH_006_PRU;true;3;3;STAT prudentia 15;;;;lokaal
K0557;CH8_ACH_006;CH8;9622;Houd je wapens en je lichaam scherp met oefeningen;CH8_ACH_006_VIS;true;3;3;STAT vis 15;;;;lokaal
K0558;CH8_ACH_006_PRU;CH8;9638;Zie wie er aankomt bij de tent;CH8_ACH_007;false;1;1;;;;;doorklik
K0559;CH8_ACH_006_VIS;CH8;9652;Zie wie er aankomt bij de tent;CH8_ACH_007;false;1;1;;;;;doorklik
K0560;CH8_ACH_007;CH8;9666;Luister naar wat ze te zeggen hebben;CH8_ACH_008;false;1;1;;;;achilles +1 | aias +1 | phoenix +1;doorklik
K0561;CH8_ACH_008;CH8;9683;Zie hoe het gezantschap onverrichter zake vertrekt;CH8_ACH_009;false;1;1;;;;;doorklik
K0562;CH8_ACH_009;CH8;9708;"Vind Achilles' trots onvergeeflijk, met zoveel levens op het spel";CH8_ACH_010;true;3;1;;SEVERITAS;;;duurzaam-houding
K0563;CH8_ACH_009;CH8;9708;Erken dat eer voor een held als Achilles net zo reëel is als een wond;CH8_ACH_010;true;3;1;;CLEMENTIA;;;duurzaam-houding
K0564;CH8_ACH_009;CH8;9708;Onthoud je van een oordeel — je hebt Agamemnons kant nog niet gezien;CH8_ACH_010;true;3;1;;NEUTRAL;;;schijnkeuze
K0565;CH8_ACH_010;CH8;9724;Zie wat Patroklos vraagt;CH8_ACH_011;false;1;1;;;;;doorklik
K0566;CH8_ACH_011;CH8;9740;Zie Patroklos vertrekken;CH8_ACH_012;false;1;1;;;;;doorklik
K0567;CH8_ACH_012;CH8;9765;Wacht op wat komen gaat;CH8_EPI_001;false;1;1;;;;;doorklik
K0568;CH8_AGA_001;CH8;9781;Zie het duel zelf;CH8_AGA_002;false;1;1;;;;;doorklik
K0569;CH8_AGA_002;CH8;9806;Zie wat er van de wapenstilstand wordt;CH8_AGA_003;false;1;1;;;;;doorklik
K0570;CH8_AGA_003;CH8;9828;Zie wie zich vandaag onderscheidt in de chaos;CH8_AGA_004;false;1;1;;;;;doorklik
K0571;CH8_AGA_004;CH8;9847;Luister naar wat de Boodschapper je ondertussen laat zien;CH8_AGA_005;false;1;1;;;;;doorklik
K0572;CH8_AGA_005;CH8;9872;Terug naar het slagveld;CH8_AGA_006;false;1;1;;;;;doorklik
K0573;CH8_AGA_006;CH8;9897;Kijk toe hoe de linies zich hergroeperen;CH8_AGA_007;true;3;3;;;;;lokaal
K0574;CH8_AGA_006;CH8;9897;Help mee de wal met eigen handen te verstevigen;CH8_AGA_006_VIS;true;3;3;STAT vis 15;;;;lokaal
K0575;CH8_AGA_006;CH8;9897;Breng als snelste boodschapper berichten tussen de linies over;CH8_AGA_006_AGI;true;3;3;STAT agilitas 14;;;;lokaal
K0576;CH8_AGA_006_VIS;CH8;9913;Kijk hoe de linies zich hergroeperen;CH8_AGA_007;false;1;1;;;;;doorklik
